year,make,number
2014,LIEBHERR,83
2014,LINDE,87
2014,MADVAC,27
2014,MAFI,5
2014,MAN,622
2014,MANITOU,13
2014,MARINI,7
2014,MASSEY - FERGUSON,7
2014,MAXIMAL,11
2014,MAZDA,116
2014,MELROE,36
2014,MERCEDES BENZ,2179
2014,MITSUBISHI,30678
2014,MOTORUC,11
2014,MOXY,5
2014,NEW HOLLAND,6
2014,NICHIYU,14
2014,NILFISK ADVANCE,7
2014,NISSAN,34373
2014,OPEL,2726
2014,OSHKOSH,6
2014,PEUGEOT,1289
2014,PROTON,43
2014,PUYUAN,5
2014,RCM,14
2014,RENAULT,3621
2014,ROSENBAUER,7
2014,SAKAI,63
2014,SAMSUNG,27
2014,SANY,5
2014,SCANIA,1819
2014,SCHOPF,48
2014,SEVERN LAMB,5
2014,SHACMAN,21
2014,SSANGYONG,778
2014,STK,79
2014,SUMITOMO YALE,6
2014,SUZUKI,1902
2014,SVMC,9
2014,T.C.M.,523
2014,TADANO FAUN,48
2014,TAILIFT,21
2014,TAYLOR DUNN,14
2014,TENNANT,108
2014,TEREX,57
2014,TLD,109
2014,TORO,44
2014,TOYOTA,42357
2014,TREPEL,20
2014,TURBO,6
2014,UD TRUCKS,308
2014,UNICARRIERS,6
2014,UNITED TRACTOR,43
2014,VIBROMAX,10
2014,VOGELE,30
2014,VOLKSWAGEN,882
2014,VOLVO,870
2014,WIRTGEN,71
2014,WOLLARD,14
2014,WULING,51
2014,XUGONG,94
2014,YALE,98
2014,ZOOMLION,21
2014,OTHERS,209
2015,ABG,6
2015,ACE,9
2015,ACHLEITNER,7
2015,AIR MARREL,46
2015,AMSS,10
2015,ASAKA,14
2015,AVELING - BARFORD,17
2015,BEIBEN,10
2015,BEIQI,5
2015,BITELLI,8
2015,BLISS FOX,7
2015,BOBCAT,54
2015,BOMAG,16
2015,BUCHER,44
2015,Camel Aerotech,6
2015,CASE,10
2015,CATERPILLAR,230
2015,CHAMBERLAIN,6
2015,CHANGJIANG,12
2015,CHARLATTE,28
2015,CHERY,18
2015,CHEVROLET,17
2015,CITROEN,1935
2015,CLUB CAR,6
2015,COLUMBIA,9
2015,CROWN,17
2015,CUSHMAN,8
2015,D.A.F.,100
2015,DAEWOO,116
2015,DAIHATSU,2027
2015,DATSUN,20
2015,DEMAG,48
2015,DENNIS,22
2015,DONGFENG,49
2015,DOOSAN,6
2015,DULEVO,46
2015,DYNAPAC,14
2015,ERMA,16
2015,F.M.C.,103
2015,FIAT,4076
2015,FORD,352
2015,FOTON,20
2015,FRESIA,9
2015,G.CPOWER,5
2015,GALLOP,32
2015,GOLDEN DRAGON,21
2015,GROVE,34
2015,GUANGTAI,12
2015,HAFEI,152
2015,HALLA,7
2015,HAMM,32
2015,HC,73
2015,HCF,15
2015,HECHA,9
2015,HELI,20
2015,HINO,2533
2015,HONDA,53
2015,HYSTER,342
2015,HYUNDAI,1892
2015,INGERSOLL RAND,37
2015,ISUZU,14611
2015,IVECO,310
2015,J.C.B.,94
2015,JAC,22
2015,JBT AEROTECH,13
2015,JINBEI,8
2015,JJCC,19
2015,JOHN DEERE,24
2015,JOHNSTON,10
2015,JUNGHEINRICH,20
2015,KALMAR,68
2015,KARCHER,19
2015,KIA,2062
2015,KOBELCO,5
2015,KOMATSU,2034
2015,LANCER BOSS,5
2015,LAND ROVER,329
2015,LEKTRO,13
2015,LIEBHERR,96
2015,LINDE,87
2015,MADVAC,15
2015,MAFI,5
2015,MAN,693
2015,MANITOU,13
2015,MARINI,7
2015,MASSEY - FERGUSON,7
2015,MAXIMAL,6
2015,MAZDA,71
2015,MELROE,34
2015,MERCEDES BENZ,2201
2015,MITSUBISHI,29913
2015,MOTORUC,11
2015,MOXY,5
2015,NEW HOLLAND,6
2015,NICHIYU,14
2015,NILFISK ADVANCE,7
2015,NISSAN,34824
2015,OPEL,2280
2015,OSHKOSH,6
2015,PEUGEOT,1124
2015,PROTON,26
2015,RCM,14
2015,RENAULT,2841
2015,ROSENBAUER,7
2015,SAKAI,77
2015,SAMSUNG,23
2015,SANY,5
2015,SCANIA,1929
2015,SCHEUERLE,5
2015,SCHOPF,47
2015,SEVERN LAMB,5
2015,SHACMAN,27
2015,SSANGYONG,758
2015,STK,66
2015,SUMITOMO YALE,6
2015,SUZUKI,1727
2015,SVMC,9
2015,T.C.M.,555
2015,TADANO FAUN,49
2015,TAILIFT,16
2015,TAYLOR DUNN,14
2015,TENNANT,163
2015,TEREX,65
2015,TLD,108
2015,TORO,44
2015,TOYOTA,44569
2015,TREPEL,21
2015,TURBO,6
2015,UD TRUCKS,479
2015,UNICARRIERS,45
2015,UNITED TRACTOR,43
2015,VIBROMAX,9
2015,VOGELE,33
2015,VOLKSWAGEN,927
2015,VOLVO,957
2015,WIRTGEN,76
2015,WOLLARD,6
2015,WULING,49
2015,XUGONG,84
2015,YALE,132
2015,ZOOMLION,25
2015,OTHERS,196
2016,ABG,6
2016,ACHLEITNER,7
2016,AIR MARREL,44
2016,AMSS,10
2016,ASAKA,14
2016,AVELING - BARFORD,16
2016,BEIBEN,15
2016,BEIQI,5
2016,BITELLI,8
2016,BLISS FOX,5
2016,BOBCAT,62
2016,BOMAG,16
2016,BUCHER,41
2016,Camel Aerotech,6
2016,CASE,10
2016,CATERPILLAR,230
2016,CHAMBERLAIN,6
2016,CHANGJIANG,8
2016,CHARLATTE,28
2016,CHERY,18
2016,CHEVROLET,17
2016,CIMC AIR MARREL SAS,14
2016,CITROEN,1809
2016,CLUB CAR,6
2016,COLUMBIA,9
2016,CROWN,17
2016,CUSHMAN,8
2016,D.A.F.,125
2016,DAEWOO,114
2016,DAIHATSU,1651
2016,DATSUN,20
2016,DEMAG,47
2016,DENNIS,18
2016,DONGFENG,43
2016,DOOSAN,7
2016,DULEVO,46
2016,DYNAPAC,13
2016,ERMA,16
2016,F.M.C.,89
2016,FIAT,4231
2016,FORD,297
2016,FOTON,27
2016,FRESIA,9
2016,G.CPOWER,5
2016,GALLOP,23
2016,GOLDEN DRAGON,16
2016,GROVE,38
2016,GUANGTAI,14
2016,HAFEI,131
2016,HALLA,7
2016,HAMM,33
2016,HARLAN,0
2016,HC,71
2016,HCF,15
2016,HECHA,9
2016,HELI,17
2016,HINO,3092
2016,HONDA,52
2016,HYSTER,343
2016,HYUNDAI,1650
2016,INGERSOLL RAND,35
2016,ISUZU,14989
2016,IVECO,372
2016,J.C.B.,93
2016,JAC,59
2016,JBT AEROTECH,13
2016,JINBEI,8
2016,JJCC,21
2016,JOHN DEERE,24
2016,JOHNSTON,10
2016,JUNGHEINRICH,20
2016,KALMAR,72
2016,KARCHER,20
2016,KIA,1812
2016,KOBELCO,5
2016,KOMATSU,2027
2016,LANCER BOSS,5
2016,LAND ROVER,372
2016,LEKTRO,15
2016,LIEBHERR,95
2016,LINDE,71
2016,MADVAC,15
2016,MAN,760
2016,MANITOU,18
2016,MARINI,7
2016,MASSEY - FERGUSON,7
2016,MAXIMAL,13
2016,MAXUS,5
2016,MAZDA,35
2016,MELROE,34
2016,MERCEDES BENZ,2228
2016,MITSUBISHI,28736
2016,MOTORUC,11
2016,MOXY,5
2016,NEW HOLLAND,12
2016,NICHIYU,14
2016,NILFISK ADVANCE,7
2016,NISSAN,34971
2016,OPEL,1757
2016,OSHKOSH,6
2016,PEUGEOT,1032
2016,PROTON,20
2016,RCM,14
2016,RENAULT,2282
2016,ROSENBAUER,8
2016,SAKAI,95
2016,SAMSUNG,23
2016,SANY,5
2016,SCANIA,2020
2016,SCHEUERLE,5
2016,SCHOPF,47
2016,SHACMAN,31
2016,SSANGYONG,714
2016,STK,66
2016,SUMITOMO YALE,6
2016,SUZUKI,1662
2016,SVMC,9
2016,T.C.M.,598
2016,TADANO FAUN,49
2016,TAILIFT,20
2016,TAYLOR DUNN,13
2016,TENNANT,179
2016,TEREX,65
2016,TLD,118
2016,TORO,44
2016,TOYOTA,47303
2016,TREPEL,21
2016,TURBO,6
2016,UD TRUCKS,678
2016,UNICARRIERS,63
2016,UNITED TRACTOR,43
2016,VIBROMAX,9
2016,VOGELE,38
2016,VOLKSWAGEN,884
2016,VOLVO,1046
2016,WIRTGEN,83
2016,WOLLARD,5
2016,WULING,45
2016,XUGONG,74
2016,YALE,136
2016,ZOOMLION,26
2016,OTHERS,209
2017,ABG,6
2017,ACHLEITNER,7
2017,AIR MARREL,44
2017,AMSS,10
2017,ASAKA,14
2017,AVELING - BARFORD,13
2017,BEIBEN,25
2017,BEIQI,5
2017,BITELLI,8
2017,BOBCAT,69
2017,BOMAG,16
2017,BUCHER,21
2017,CAMC,62
2017,Camel Aerotech,6
2017,CASE,10
2017,CATERPILLAR,227
2017,CHAMBERLAIN,6
2017,CHANGJIANG,7
2017,CHARLATTE,28
2017,CHERY,18
2017,CHEVROLET,17
2017,CIMC AIR MARREL SAS,31
2017,CITROEN,1404
2017,CLUB CAR,6
2017,CROWN,17
2017,CUSHMAN,5
2017,CVS FERRARI,5
2017,D.A.F.,164
2017,DAEWOO,115
2017,DAIHATSU,855
2017,DATSUN,20
2017,DEMAG,46
2017,DENNIS,14
2017,DONGFENG,28
2017,DOOSAN,7
2017,DULEVO,60
2017,DYNAPAC,13
2017,ERMA,14
2017,F.M.C.,76
2017,FIAT,4181
2017,FORD,220
2017,FOTON,48
2017,FRESIA,9
2017,G.CPOWER,5
2017,GALLOP,10
2017,GOLDEN DRAGON,5
2017,GROVE,38
2017,GUANGTAI,26
2017,HAFEI,45
2017,HALLA,5
2017,HAMM,39
2017,HC,71
2017,HCF,15
2017,HECHA,9
2017,HELI,16
2017,HINO,3506
2017,HONDA,45
2017,HYSTER,345
2017,HYUNDAI,1119
2017,INGERSOLL RAND,32
2017,ISUZU,15228
2017,IVECO,379
2017,J.C.B.,93
2017,JAC,125
2017,JBT AEROTECH,13
2017,JJCC,23
2017,JOHN DEERE,23
2017,JOHNSTON,7
2017,JUNGHEINRICH,20
2017,KALMAR,79
2017,KARCHER,20
2017,KIA,1633
2017,KOBELCO,5
2017,KOMATSU,1920
2017,LAND ROVER,379
2017,LEKTRO,16
2017,LIEBHERR,92
2017,LINDE,73
2017,MADVAC,15
2017,MAN,863
2017,MANITOU,20
2017,MARINI,7
2017,MASSEY - FERGUSON,7
2017,MAXIMAL,16
2017,MAXUS,155
2017,MAZDA,10
2017,MELROE,34
2017,MERCEDES BENZ,2141
2017,MITSUBISHI,27519
2017,MOTORUC,11
2017,MOXY,5
2017,NEW HOLLAND,12
2017,NICHIYU,15
2017,NILFISK ADVANCE,7
2017,NISSAN,36582
2017,OPEL,1234
2017,OSHKOSH,6
2017,PEUGEOT,955
2017,PROTON,14
2017,RCM,14
2017,RENAULT,1598
2017,ROSENBAUER,10
2017,SAKAI,104
2017,SAMSUNG,22
2017,SANY,5
2017,SCANIA,2117
2017,SCHEUERLE,5
2017,SCHOPF,45
2017,SHACMAN,32
2017,SSANGYONG,711
2017,STILL,5
2017,STK,17
2017,SUMITOMO YALE,6
2017,SUZUKI,1439
2017,SVMC,9
2017,T.C.M.,605
2017,TADANO FAUN,51
2017,TAILIFT,20
2017,TAYLOR DUNN,13
2017,TENNANT,181
2017,TEREX,66
2017,TLD,136
2017,TORO,44
2017,TOYOTA,48719
2017,TREPEL,22
2017,TURBO,6
2017,UD TRUCKS,935
2017,UNICARRIERS,83
2017,UNITED TRACTOR,43
2017,VIBROMAX,9
2017,VOGELE,37
2017,VOLKSWAGEN,913
2017,VOLVO,1075
2017,WIRTGEN,88
2017,WOLLARD,5
2017,WULING,35
2017,XUGONG,59
2017,YALE,145
2017,ZOOMLION,26
2017,OTHERS,213
2018,ABG,
2018,ACE,
2018,ACHLEITNER,7
2018,AIR MARREL,43
2018,AMSS,10
2018,ASAKA,14
2018,AVELING - BARFORD,13
2018,BALKANCAR,
2018,BEIBEN,27
2018,BEIQI,5
2018,BITELLI,7
2018,BLISS FOX,
2018,BOBCAT,79
2018,BOMAG,18
2018,BUCHER,14
2018,CAMC,62
2018,Camel Aerotech,6
2018,CASE,9
2018,CATERPILLAR,237
2018,CHAMBERLAIN,6
2018,CHANGJIANG,
2018,CHARLATTE,28
2018,CHERY,18
2018,CHEVROLET,14
2018,CIMC AIR MARREL SAS,33
2018,CITROEN,1426
2018,CLUB CAR,6
2018,COLUMBIA,
2018,CROWN,17
2018,CUSHMAN,5
2018,CVS FERRARI,5
2018,D.A.F.,177
2018,DAEWOO,114
2018,DAIHATSU,651
2018,DATSUN,19
2018,DEMAG,44
2018,DENNIS,13
2018,DONGFENG,21
2018,DOOSAN,7
2018,DULEVO,62
2018,DYNAPAC,13
2018,ERMA,14
2018,F.M.C.,51
2018,FIAT,3765
2018,FORD,182
2018,FOTON,46
2018,FRESIA,9
2018,G.CPOWER,5
2018,GALLOP,7
2018,GOLDEN DRAGON,
2018,GROVE,38
2018,GUANGTAI,39
2018,HAFEI,27
2018,HALLA,5
2018,HAMM,44
2018,HARLAN,
2018,HC,72
2018,HCF,15
2018,HECHA,9
2018,HELI,13
2018,HINO,4034
2018,HONDA,34
2018,HYSTER,344
2018,HYUNDAI,995
2018,INGERSOLL RAND,30
2018,ISUZU,15115
2018,IVECO,357
2018,J.C.B.,92
2018,JAC,126
2018,JBT AEROTECH,13
2018,JINBEI,
2018,JJCC,23
2018,JOHN DEERE,24
2018,JOHNSTON,5
2018,JUNGHEINRICH,21
2018,KALMAR,68
2018,KARCHER,19
2018,KIA,1459
2018,KOBELCO,
2018,KOMATSU,1744
2018,LANCER BOSS,
2018,LAND ROVER,378
2018,LANTIS,
2018,LEKTRO,17
2018,LIEBHERR,91
2018,LINDE,70
2018,MADVAC,14
2018,MAFI,
2018,MAN,929
2018,MANITOU,20
2018,MARINI,6
2018,MASSEY - FERGUSON,7
2018,MAXIMAL,16
2018,MAXUS,155
2018,MAZDA,6
2018,MELROE,32
2018,MERCEDES BENZ,2259
2018,MITSUBISHI,26282
2018,MOTORUC,11
2018,MOXY,
2018,NEW HOLLAND,12
2018,NICHIYU,15
2018,NILFISK ADVANCE,7
2018,NISSAN,35824
2018,NORDCO,
2018,OPEL,838
2018,OSHKOSH,6
2018,PEUGEOT,885
2018,PIAGGIO,
2018,PROTON,10
2018,PUYUAN,
2018,RCM,14
2018,RENAULT,1333
2018,REYNOLDS BOUGHTON,
2018,ROSENBAUER,14
2018,SAKAI,120
2018,SAMSUNG,22
2018,SANY,5
2018,SCANIA,2178
2018,SCHEUERLE,5
2018,SCHMIDT,
2018,SCHOPF,45
2018,SEVERN LAMB,
2018,SHACMAN,32
2018,SSANGYONG,692
2018,STILL,5
2018,STK,17
2018,SUMITOMO YALE,6
2018,SUZUKI,1321
2018,SVMC,9
2018,T.C.M.,547
2018,TADANO FAUN,46
2018,TAILIFT,19
2018,TAYLOR DUNN,13
2018,TENNANT,176
2018,TEREX,61
2018,TLD,159
2018,TORO,44
2018,TOYOTA,50917
2018,TRANSAC,
2018,TREPEL,22
2018,TURBO,6
2018,UD TRUCKS,936
2018,UNICARRIERS,87
2018,UNITED TRACTOR,43
2018,VIBROMAX,9
2018,VOGELE,43
2018,VOLKSWAGEN,911
2018,VOLVO,1136
2018,WIRTGEN,97
2018,WOLLARD,5
2018,WULING,18
2018,XUGONG,54
2018,YALE,124
2018,YAM,
2018,ZOOMLION,26
2018,OTHERS,230
2019,ABG,
2019,ACE,
2019,ACHLEITNER,7
2019,AIR MARREL,36
2019,AMSS,10
2019,ASAKA,14
2019,AVELING - BARFORD,13
2019,BEIBEN,30
2019,BEIQI,5
2019,BITELLI,7
2019,BLISS FOX,
2019,BOBCAT,82
2019,BOMAG,19
2019,BUCHER,13
2019,BYD,7
2019,CAMC,68
2019,Camel Aerotech,6
2019,CASE,9
2019,CATERPILLAR,240
2019,CHAMBERLAIN,6
2019,CHANGJIANG,
2019,CHARLATTE,28
2019,CHERY,18
2019,CHEVROLET,14
2019,CIMC AIR MARREL SAS,33
2019,CITROEN,1358
2019,CLUB CAR,6
2019,COLUMBIA,
2019,CROWN,17
2019,CUSHMAN,5
2019,CVS FERRARI,5
2019,D.A.F.,170
2019,DAEWOO,113
2019,DAIHATSU,430
2019,DATSUN,19
2019,DEMAG,44
2019,DENNIS,12
2019,DONGFENG,11
2019,DOOSAN,7
2019,DULEVO,63
2019,DYNAPAC,13
2019,ERMA,13
2019,F.M.C.,48
2019,FIAT,3435
2019,FORD,181
2019,FOTON,45
2019,FRESIA,5
2019,G.CPOWER,5
2019,GALLOP,5
2019,GOLDEN DRAGON,
2019,GROVE,40
2019,GUANGTAI,52
2019,HAFEI,7
2019,HALLA,5
2019,HAMM,57
2019,HARLAN,
2019,HC,72
2019,HCF,12
2019,HECHA,9
2019,HELI,13
2019,HINO,4637
2019,HONDA,18
2019,HYSTER,343
2019,HYUNDAI,890
2019,INGERSOLL RAND,30
2019,ISUZU,15064
2019,IVECO,300
2019,J.C.B.,92
2019,JAC,122
2019,JBT AEROTECH,13
2019,JINBEI,
2019,JJCC,23
2019,JOHN DEERE,24
2019,JOHNSTON,5
2019,JUNGHEINRICH,21
2019,KALMAR,68
2019,KARCHER,16
2019,KIA,1370
2019,KOBELCO,
2019,KOMATSU,1649
2019,LANCER BOSS,
2019,LAND ROVER,374
2019,LEKTRO,18
2019,LIEBHERR,92
2019,LINDE,68
2019,MADVAC,
2019,MAFI,
2019,MAN,971
2019,MANITOU,22
2019,MARINI,6
2019,MASSEY - FERGUSON,7
2019,MAXIMAL,16
2019,MAXUS,154
2019,MAZDA,5
2019,MELROE,32
2019,MERCEDES BENZ,2411
2019,MITSUBISHI,25279
2019,MOTORUC,11
2019,MOXY,
2019,NEW HOLLAND,11
2019,NICHIYU,18
2019,NILFISK ADVANCE,7
2019,NISSAN,35156
2019,NORDCO,
2019,OPEL,667
2019,OSHKOSH,6
2019,PEUGEOT,884
2019,PIAGGIO,
2019,PROTON,8
2019,PUYUAN,
2019,RCM,13
2019,RENAULT,1156
2019,REYNOLDS BOUGHTON,
2019,ROSENBAUER,21
2019,SAKAI,122
2019,SAMSUNG,21
2019,SANY,6
2019,SCANIA,2334
2019,SCHEUERLE,5
2019,SCHMIDT,
2019,SCHOPF,43
2019,SEVERN LAMB,
2019,SHACMAN,31
2019,SSANGYONG,670
2019,STILL,5
2019,STK,17
2019,SUMITOMO YALE,6
2019,SUZUKI,1178
2019,SVMC,7
2019,T.C.M.,556
2019,TADANO FAUN,47
2019,TAILIFT,19
2019,TAYLOR DUNN,13
2019,TENNANT,183
2019,TEREX,63
2019,TLD,161
2019,TORO,44
2019,TOYOTA,52918
2019,TRANSAC,
2019,TREPEL,22
2019,TURBO,6
2019,UD TRUCKS,1030
2019,UNICARRIERS,102
2019,UNITED TRACTOR,43
2019,VIBROMAX,9
2019,VOGELE,47
2019,VOLKSWAGEN,876
2019,VOLVO,1158
2019,WIRTGEN,107
2019,WOLLARD,5
2019,WULING,
2019,XUGONG,51
2019,YALE,122
2019,YAM,
2019,ZOOMLION,26
2019,OTHERS,233
