year,make,number
2007,BENTLEY,138
2007,CADILLAC,5
2007,CHERY,906
2007,CHEVROLET,8161
2007,CHRYSLER,670
2007,CITROEN,615
2007,DAEWOO,286
2007,DAIHATSU,2044
2007,DAIMLER,22
2007,DATSUN,17
2007,DODGE,39
2007,DONGFENG,33
2007,FERRARI,221
2007,FIAT,1404
2007,FORD,4878
2007,GEELY,523
2007,HAFEI,168
2007,HOLDEN,7
2007,HONDA,67830
2007,HYUNDAI,44798
2007,ISUZU,18
2007,JAGUAR,1826
2007,JEEP,86
2007,KIA,16591
2007,LAMBORGHINI,110
2007,LANCIA,6
2007,LAND ROVER,249
2007,LOTUS,75
2007,M.G.,127
2007,MASERATI,143
2007,MAZDA,22495
2007,MERCEDES BENZ,24999
2007,MG-F,9
2007,MINI,984
2007,MINI MAYFAIR,5
2007,MITSUBISHI,34542
2007,MITSUOKA,26
2007,MORGAN,6
2007,MORRIS,99
2007,NISSAN,64507
2007,OPEL,2082
2007,OTHERS 2,62
2007,PANTHER,7
2007,PERODUA,1905
2007,PEUGEOT,2387
2007,PORSCHE,1242
2007,PROTON,4642
2007,RENAULT,3019
2007,ROLLS ROYCE,116
2007,ROVER,122
2007,SAAB,1574
2007,SEAT,62
2007,SKODA,323
2007,SSANGYONG,196
2007,SUBARU,9949
2007,SUNBEAM,8
2007,SUZUKI,11263
2007,TD CARS,5
2007,TOYOTA,146597
2007,TRIUMPH,33
2007,VOLKSWAGEN,3475
2007,VOLVO,5759
2008,ALFA ROMEO,858
2008,ASTON MARTIN,77
2008,AUDI,4223
2008,AUSTIN,154
2008,B.M.W.,20434
2008,BENTLEY,179
2008,CHANA,39
2008,CHERY,1466
2008,CHEVROLET,8951
2008,CHRYSLER,698
2008,CITROEN,730
2008,DAEWOO,175
2008,DAIHATSU,2538
2008,DAIMLER,22
2008,DATSUN,16
2008,DODGE,46
2008,DONGFENG,64
2008,FERRARI,264
2008,FIAT,1775
2008,FORD,4045
2008,GEELY,697
2008,GOLDEN DRAGON,5
2008,HAFEI,297
2008,HOLDEN,7
2008,HONDA,85768
2008,HYUNDAI,41708
2008,ISUZU,17
2008,JAGUAR,1851
2008,JEEP,108
2008,KIA,16927
2008,LAMBORGHINI,156
2008,LAND ROVER,259
2008,LOTUS,94
2008,M.G.,125
2008,MASERATI,227
2008,MAZDA,22647
2008,MERCEDES BENZ,25896
2008,MG-F,9
2008,MINI,1227
2008,MINI MAYFAIR,5
2008,MITSUBISHI,36805
2008,MITSUOKA,31
2008,MORGAN,7
2008,MORRIS,100
2008,NAZA,27
2008,NISSAN,61701
2008,OPEL,1965
2008,OTHERS 2,73
2008,PANTHER,7
2008,PERODUA,2193
2008,PEUGEOT,2476
2008,PORSCHE,1554
2008,PROTON,4486
2008,RENAULT,2798
2008,ROLLS ROYCE,127
2008,ROVER,75
2008,SAAB,1499
2008,SEAT,44
2008,SKODA,273
2008,SSANGYONG,308
2008,SUBARU,12446
2008,SUNBEAM,8
2008,SUZUKI,13641
2008,TD CARS,5
2008,TOYOTA,154948
2008,TRIUMPH,33
2008,VOLKSWAGEN,4474
2008,VOLVO,5899
2008,WULING,53
2008,ZOTYE,6
2009,ALFA ROMEO,886
2009,ASTON MARTIN,100
2009,AUDI,5590
2009,AUSTIN,154
2009,B.M.W.,22871
2009,BENTLEY,219
2009,CHANA,66
2009,CHERY,1687
2009,CHEVROLET,9973
2009,CHRYSLER,696
2009,CITROEN,948
2009,DAEWOO,115
2009,DAIHATSU,2577
2009,DAIMLER,21
2009,DATSUN,13
2009,DODGE,45
2009,DONGFENG,97
2009,FERRARI,294
2009,FIAT,2032
2009,FORD,3788
2009,GEELY,763
2009,GOLDEN DRAGON,6
2009,HAFEI,326
2009,HOLDEN,7
2009,HONDA,90861
2009,HUMMER,17
2009,HYUNDAI,43907
2009,ISUZU,14
2009,JAGUAR,1888
2009,JEEP,117
2009,KIA,19899
2009,LAMBORGHINI,201
2009,LANCIA,5
2009,LAND ROVER,305
2009,LOTUS,101
2009,M.G.,121
2009,MASERATI,300
2009,MAZDA,22334
2009,MERCEDES BENZ,27621
2009,MG-F,8
2009,MINI,1384
2009,MINI MAYFAIR,5
2009,MITSUBISHI,36846
2009,MITSUOKA,30
2009,MORGAN,8
2009,MORRIS,101
2009,NAZA,28
2009,NISSAN,59590
2009,OPEL,1830
2009,OTHERS 2,68
2009,PANTHER,7
2009,PERODUA,2408
2009,PEUGEOT,2645
2009,PORSCHE,1822
2009,PROTON,4462
2009,RENAULT,2661
2009,ROLLS ROYCE,138
2009,ROVER,54
2009,SAAB,1365
2009,SEAT,26
2009,SKODA,341
2009,SSANGYONG,350
2009,SUBARU,13463
2009,SUNBEAM,8
2009,SUZUKI,14592
2009,TD CARS,6
2009,TOYOTA,161074
2009,TRIUMPH,33
2009,VOLKSWAGEN,6780
2009,VOLVO,6165
2009,WULING,61
2009,ZOTYE,47
2010,ALFA ROMEO,924
2010,ASTON MARTIN,134
2010,AUDI,7645
2010,AUSTIN,152
2010,B.M.W.,26411
2010,BENTLEY,268
2010,CHANA,66
2010,CHERY,1759
2010,CHEVROLET,10653
2010,CHRYSLER,661
2010,CITROEN,1275
2010,DAEWOO,77
2010,DAIHATSU,2557
2010,DAIMLER,20
2010,DATSUN,13
2010,DODGE,51
2010,DONGFENG,103
2010,FERRARI,360
2010,FIAT,2246
2010,FORD,3762
2010,GEELY,770
2010,GOLDEN DRAGON,6
2010,HAFEI,333
2010,HOLDEN,7
2010,HONDA,91494
2010,HUMMER,23
2010,HYUNDAI,44031
2010,ISUZU,9
2010,JAGUAR,2062
2010,JEEP,132
2010,KIA,22285
2010,LAMBORGHINI,250
2010,LANCIA,5
2010,LAND ROVER,392
2010,LOTUS,115
2010,M.G.,121
2010,MASERATI,382
2010,MAZDA,22527
2010,MERCEDES BENZ,30467
2010,MG-F,8
2010,MINI,1656
2010,MINI MAYFAIR,5
2010,MITSUBISHI,36412
2010,MITSUOKA,38
2010,MORGAN,8
2010,MORRIS,98
2010,NAZA,31
2010,NISSAN,58442
2010,OPEL,1794
2010,OTHERS 2,70
2010,PANTHER,7
2010,PERODUA,2535
2010,PEUGEOT,2739
2010,PORSCHE,2250
2010,PROTON,4467
2010,RENAULT,2574
2010,ROLLS ROYCE,172
2010,ROVER,39
2010,SAAB,1250
2010,SEAT,14
2010,SKODA,424
2010,SSANGYONG,358
2010,SUBARU,13929
2010,SUNBEAM,8
2010,SUZUKI,14863
2010,TD CARS,7
2010,TOYOTA,162125
2010,TRIUMPH,33
2010,VOLKSWAGEN,10123
2010,VOLVO,6607
2010,WULING,60
2010,ZOTYE,52
2011,ALFA ROMEO,925
2011,ASTON MARTIN,158
2011,AUDI,9641
2011,AUSTIN,148
2011,B.M.W.,30496
2011,BENTLEY,324
2011,CHANA,66
2011,CHERY,1758
2011,CHEVROLET,11202
2011,CHRYSLER,657
2011,CITROEN,1582
2011,DAEWOO,47
2011,DAIHATSU,2484
2011,DAIMLER,20
2011,DATSUN,10
2011,DODGE,51
2011,DONGFENG,103
2011,FERRARI,449
2011,FIAT,2354
2011,FORD,3716
2011,FOTON,5
2011,GEELY,757
2011,GOLDEN DRAGON,6
2011,HAFEI,330
2011,HOLDEN,7
2011,HONDA,89969
2011,HUMMER,23
2011,HYUNDAI,44177
2011,INFINITI,7
2011,ISUZU,9
2011,JAGUAR,2355
2011,JEEP,146
2011,KIA,22987
2011,LAMBORGHINI,291
2011,LANCIA,5
2011,LAND ROVER,615
2011,LOTUS,126
2011,M.G.,120
2011,MASERATI,469
2011,MAYBACH,5
2011,MAZDA,21990
2011,MERCEDES BENZ,33057
2011,MG-F,8
2011,MINI,2010
2011,MINI MAYFAIR,5
2011,MITSUBISHI,35558
2011,MITSUOKA,39
2011,MORGAN,8
2011,MORRIS,96
2011,NAZA,31
2011,NISSAN,56380
2011,OPEL,1768
2011,OTHERS 2,72
2011,PANTHER,7
2011,PERODUA,2529
2011,PEUGEOT,3117
2011,PORSCHE,2784
2011,PROTON,4281
2011,RENAULT,2702
2011,ROLLS ROYCE,205
2011,ROVER,34
2011,SAAB,1213
2011,SEAT,5
2011,SKODA,478
2011,SSANGYONG,369
2011,SUBARU,13882
2011,SUNBEAM,6
2011,SUZUKI,14778
2011,TD CARS,7
2011,TOYOTA,159749
2011,TRIUMPH,31
2011,VOLKSWAGEN,13223
2011,VOLVO,7148
2011,WULING,59
2011,ZOTYE,51
2012,ALFA ROMEO,923
2012,ASTON MARTIN,179
2012,AUDI,11227
2012,AUSTIN,147
2012,B.M.W.,34817
2012,BENTLEY,412
2012,CHANA,66
2012,CHERY,1724
2012,CHEVROLET,11516
2012,CHRYSLER,631
2012,CITROEN,1914
2012,DAEWOO,31
2012,DAIHATSU,2475
2012,DAIMLER,20
2012,DATSUN,10
2012,DODGE,50
2012,DONGFENG,101
2012,FERRARI,523
2012,FIAT,2339
2012,FORD,3831
2012,FOTON,14
2012,GEELY,742
2012,GOLDEN DRAGON,6
2012,HAFEI,323
2012,HOLDEN,6
2012,HONDA,89193
2012,HUMMER,23
2012,HYUNDAI,43953
2012,INFINITI,79
2012,ISUZU,9
2012,JAGUAR,2629
2012,JEEP,168
2012,KIA,23247
2012,LAMBORGHINI,329
2012,LANCIA,6
2012,LAND ROVER,975
2012,LOTUS,130
2012,M.G.,119
2012,MASERATI,541
2012,MAYBACH,5
2012,MAZDA,21715
2012,Mclaren,33
2012,MERCEDES BENZ,36131
2012,MG-F,8
2012,MINI,2272
2012,MINI MAYFAIR,5
2012,MITSUBISHI,34957
2012,MITSUOKA,39
2012,MORGAN,10
2012,MORRIS,95
2012,NAZA,31
2012,NISSAN,55651
2012,OPEL,1774
2012,OTHERS 2,76
2012,PANTHER,7
2012,PERODUA,2513
2012,PEUGEOT,3576
2012,PORSCHE,3243
2012,PROTON,4219
2012,RENAULT,2692
2012,ROLLS ROYCE,245
2012,ROVER,26
2012,SAAB,1137
2012,SKODA,525
2012,SSANGYONG,375
2012,SUBARU,13771
2012,SUNBEAM,6
2012,SUZUKI,14754
2012,TD CARS,7
2012,TOYOTA,159889
2012,TRIUMPH,31
2012,VOLKSWAGEN,16698
2012,VOLVO,7959
2012,WULING,58
2012,ZOTYE,50
2013,ALFA ROMEO,880
2013,ASTON MARTIN,196
2013,AUDI,12882
2013,AUSTIN,147
2013,B.M.W.,37691
2013,BENTLEY,524
2013,CHANA,65
2013,CHERY,1660
2013,CHEVROLET,11581
2013,CHRYSLER,588
2013,CITROEN,2064
2013,DAIHATSU,2441
2013,DAIMLER,20
2013,DATSUN,10
2013,DODGE,50
2013,DONGFENG,100
2013,FERRARI,582
2013,FIAT,2302
2013,FORD,3802
2013,FOTON,14
2013,GEELY,723
2013,GOLDEN DRAGON,6
2013,HAFEI,317
2013,HOLDEN,5
2013,HONDA,87747
2013,HUMMER,23
2013,HYUNDAI,42643
2013,INFINITI,112
2013,ISUZU,7
2013,JAGUAR,2977
2013,JEEP,180
2013,KIA,23080
2013,LAMBORGHINI,334
2013,LANCIA,6
2013,LAND ROVER,1330
2013,LOTUS,129
2013,M.G.,119
2013,MASERATI,584
2013,MAZDA,21542
2013,Mclaren,58
2013,MERCEDES BENZ,38554
2013,MG-F,7
2013,MINI,2400
2013,MINI MAYFAIR,5
2013,MITSUBISHI,34117
2013,MITSUOKA,39
2013,MORGAN,10
2013,MORRIS,95
2013,NAZA,31
2013,NISSAN,54360
2013,OPEL,1791
2013,OTHERS 2,82
2013,PANTHER,7
2013,PERODUA,2484
2013,PEUGEOT,3769
2013,PORSCHE,3539
2013,PROTON,4070
2013,RENAULT,2656
2013,ROLLS ROYCE,299
2013,ROVER,22
2013,SAAB,1053
2013,SKODA,519
2013,SSANGYONG,376
2013,SUBARU,13609
2013,SUNBEAM,6
2013,SUZUKI,14566
2013,TD CARS,7
2013,TOYOTA,157589
2013,TRIUMPH,32
2013,VOLKSWAGEN,19466
2013,VOLVO,8499
2013,WULING,58
2013,ZOTYE,50
2014,ALFA ROMEO,853
2014,ALPINA,10
2014,ASTON MARTIN,195
2014,AUDI,14204
2014,AUSTIN,148
2014,B.M.W.,39518
2014,BENTLEY,578
2014,CHANA,65
2014,CHERY,1615
2014,CHEVROLET,11337
2014,CHRYSLER,556
2014,CITROEN,2314
2014,DAIHATSU,2402
2014,DAIMLER,20
2014,DATSUN,8
2014,DODGE,50
2014,DONGFENG,97
2014,FERRARI,599
2014,FIAT,2253
2014,FORD,3719
2014,FOTON,14
2014,GEELY,698
2014,GOLDEN DRAGON,6
2014,HAFEI,308
2014,HOLDEN,6
2014,HONDA,85636
2014,HUMMER,23
2014,HYUNDAI,39626
2014,INFINITI,202
2014,JAGUAR,3095
2014,JEEP,195
2014,KIA,22749
2014,LAMBORGHINI,315
2014,LANCIA,6
2014,LAND ROVER,1610
2014,LOTUS,127
2014,M.G.,119
2014,MASERATI,609
2014,MAZDA,21949
2014,Mclaren,68
2014,MERCEDES BENZ,41525
2014,MG-F,6
2014,MINI,2502
2014,MINI MAYFAIR,5
2014,MITSUBISHI,32440
2014,MITSUOKA,41
2014,MORGAN,12
2014,MORRIS,93
2014,NAZA,31
2014,NISSAN,52273
2014,OPEL,1736
2014,OTHERS 2,70
2014,PANTHER,7
2014,PERODUA,2387
2014,PEUGEOT,3824
2014,PORSCHE,3857
2014,PROTON,3733
2014,RENAULT,2564
2014,ROLLS ROYCE,315
2014,ROVER,19
2014,SAAB,897
2014,SINGER,5
2014,SKODA,499
2014,SSANGYONG,377
2014,SUBARU,13670
2014,SUNBEAM,6
2014,SUZUKI,14214
2014,TD CARS,7
2014,TOYOTA,153163
2014,TRIUMPH,34
2014,VOLKSWAGEN,21801
2014,VOLVO,8901
2014,WULING,57
2014,ZOTYE,50
2015,ALFA ROMEO,805
2015,ALPINA,19
2015,ASTON MARTIN,192
2015,AUDI,15874
2015,AUSTIN,149
2015,B.M.W.,40521
2015,BENTLEY,625
2015,CHANA,64
2015,CHERY,1553
2015,CHEVROLET,10391
2015,CHRYSLER,477
2015,CITROEN,2962
2015,DAIHATSU,2268
2015,DAIMLER,21
2015,DATSUN,7
2015,DODGE,50
2015,DONGFENG,96
2015,FERRARI,621
2015,FIAT,2074
2015,FORD,3348
2015,FOTON,10
2015,GEELY,668
2015,GOLDEN DRAGON,6
2015,HAFEI,301
2015,HONDA,85669
2015,HUMMER,23
2015,HYUNDAI,33859
2015,INFINITI,424
2015,JAGUAR,3285
2015,JEEP,218
2015,KIA,20614
2015,LAMBORGHINI,297
2015,LANCIA,6
2015,LAND ROVER,1931
2015,LOTUS,123
2015,M.G.,120
2015,MASERATI,662
2015,MAZDA,24028
2015,Mclaren,70
2015,MERCEDES BENZ,44800
2015,MG-F,5
2015,MINI,2672
2015,MINI MAYFAIR,5
2015,MITSUBISHI,29549
2015,MITSUOKA,44
2015,MORGAN,11
2015,MORRIS,94
2015,NAZA,31
2015,NISSAN,47161
2015,OPEL,1496
2015,OTHERS 2,76
2015,PANTHER,7
2015,PERODUA,2021
2015,PEUGEOT,3994
2015,PORSCHE,4368
2015,PROTON,3033
2015,RENAULT,2507
2015,ROLLS ROYCE,330
2015,ROVER,15
2015,SAAB,726
2015,SINGER,5
2015,SKODA,456
2015,SSANGYONG,437
2015,SUBARU,14217
2015,SUNBEAM,6
2015,SUZUKI,13339
2015,TD CARS,7
2015,TOYOTA,145054
2015,TRIUMPH,34
2015,VOLKSWAGEN,24319
2015,VOLVO,9368
2015,WULING,54
2015,ZOTYE,50
2016,ALFA ROMEO,739
2016,ALPINA,31
2016,ASTON MARTIN,184
2016,AUDI,17535
2016,AUSTIN,148
2016,B.M.W.,41631
2016,BENTLEY,652
2016,BYD,7
2016,CHANA,60
2016,CHERY,1229
2016,CHEVROLET,8677
2016,CHRYSLER,337
2016,CITROEN,3672
2016,DAIHATSU,1954
2016,DAIMLER,22
2016,DATSUN,7
2016,DODGE,39
2016,DONGFENG,88
2016,FERRARI,619
2016,FIAT,1644
2016,FORD,3056
2016,FOTON,8
2016,GEELY,528
2016,HAFEI,261
2016,HONDA,93680
2016,HUMMER,23
2016,HYUNDAI,28416
2016,INFINITI,748
2016,JAGUAR,3623
2016,JEEP,211
2016,KIA,18997
2016,LAMBORGHINI,267
2016,LANCIA,6
2016,LAND ROVER,2280
2016,LOTUS,116
2016,M.G.,125
2016,MASERATI,697
2016,MAZDA,27210
2016,Mclaren,75
2016,MERCEDES BENZ,48469
2016,MINI,2882
2016,MINI MAYFAIR,5
2016,MITSUBISHI,26775
2016,MITSUOKA,40
2016,MORGAN,11
2016,MORRIS,94
2016,NAZA,30
2016,NISSAN,42613
2016,OPEL,1365
2016,PANTHER,7
2016,PERODUA,1633
2016,PEUGEOT,4078
2016,PORSCHE,4832
2016,PROTON,2018
2016,RENAULT,2485
2016,ROLLS ROYCE,349
2016,ROVER,14
2016,SAAB,493
2016,SEAT,16
2016,SINGER,5
2016,SKODA,407
2016,SSANGYONG,662
2016,SUBARU,15063
2016,SUNBEAM,6
2016,SUZUKI,11693
2016,TD CARS,6
2016,TOYOTA,141463
2016,TRIUMPH,35
2016,VOLKSWAGEN,26470
2016,VOLVO,9961
2016,WULING,52
2016,ZOTYE,48
2016,OTHERS,81
2017,ALFA ROMEO,608
2017,ALPINA,54
2017,ASTON MARTIN,196
2017,AUDI,19007
2017,AUSTIN,148
2017,B.M.W.,43535
2017,BENTLEY,694
2017,BLUECAR,235
2017,BYD,70
2017,CHANA,46
2017,CHERY,813
2017,CHEVROLET,7197
2017,CHRYSLER,220
2017,CITROEN,4068
2017,DAIHATSU,1464
2017,DAIMLER,20
2017,DATSUN,9
2017,DODGE,11
2017,DONGFENG,60
2017,FERRARI,625
2017,FIAT,1084
2017,FORD,3089
2017,FOTON,6
2017,GEELY,177
2017,HAFEI,127
2017,HONDA,94942
2017,HUMMER,23
2017,HYUNDAI,27711
2017,INFINITI,1038
2017,JAGUAR,3901
2017,JEEP,231
2017,KIA,20683
2017,LAMBORGHINI,272
2017,LANCIA,8
2017,LAND ROVER,2717
2017,LOTUS,115
2017,M.G.,124
2017,MASERATI,778
2017,MAZDA,31969
2017,Mclaren,82
2017,MERCEDES BENZ,53136
2017,MINI,3088
2017,MINI MAYFAIR,5
2017,MITSUBISHI,23986
2017,MITSUOKA,37
2017,MORGAN,11
2017,MORRIS,94
2017,NAZA,22
2017,NISSAN,40045
2017,OPEL,2022
2017,PANTHER,7
2017,PERODUA,1275
2017,PEUGEOT,4210
2017,PORSCHE,5339
2017,PROTON,1416
2017,RENAULT,2842
2017,ROLLS ROYCE,371
2017,ROVER,14
2017,SAAB,302
2017,SEAT,215
2017,SINGER,5
2017,SKODA,351
2017,SSANGYONG,962
2017,SUBARU,15313
2017,SUNBEAM,6
2017,SUZUKI,9095
2017,TD CARS,6
2017,TOYOTA,144071
2017,TRIUMPH,38
2017,VOLKSWAGEN,27644
2017,VOLVO,10539
2017,WULING,41
2017,ZOTYE,43
2017,OTHERS,81
2018,ALFA ROMEO,535
2018,ALPINA,62
2018,ASTON MARTIN,213
2018,AUDI,20205
2018,AUSTIN,147
2018,B.M.W.,44517
2018,BENTLEY,724
2018,BLUECAR,415
2018,BYD,102
2018,CHANA,11
2018,CHERY,341
2018,CHEVROLET,5562
2018,CHRYSLER,141
2018,CITROEN,3776
2018,DAEWOO,
2018,DAIHATSU,1046
2018,DAIMLER,20
2018,DATSUN,15
2018,DODGE,
2018,DONGFENG,27
2018,FERRARI,643
2018,FIAT,701
2018,FORD,2731
2018,FOTON,
2018,GEELY,55
2018,GOLDEN DRAGON,
2018,HAFEI,26
2018,HOLDEN,
2018,HONDA,96201
2018,HUMMER,23
2018,HYUNDAI,30445
2018,INFINITI,1228
2018,ISUZU,
2018,JAGUAR,3817
2018,JEEP,248
2018,KIA,22138
2018,LAMBORGHINI,295
2018,LANCIA,8
2018,LAND ROVER,2808
2018,LOTUS,114
2018,M.G.,124
2018,MASERATI,865
2018,MAXUS,12
2018,MAYBACH,
2018,MAZDA,34024
2018,Mclaren,101
2018,MERCEDES BENZ,56726
2018,MG-F,
2018,MINI,3421
2018,MINI MAYFAIR,5
2018,MITSUBISHI,20973
2018,MITSUOKA,36
2018,MORGAN,11
2018,MORRIS,93
2018,NAZA,5
2018,NISSAN,37620
2018,OPEL,2005
2018,PANTHER,7
2018,PERODUA,943
2018,PEUGEOT,4132
2018,PORSCHE,5816
2018,PROTON,1023
2018,RENAULT,3163
2018,ROLLS ROYCE,400
2018,ROVER,14
2018,SAAB,198
2018,SEAT,430
2018,SINGER,5
2018,SKODA,717
2018,SMART,8
2018,SSANGYONG,880
2018,SUBARU,15730
2018,SUNBEAM,5
2018,SUZUKI,7052
2018,TD CARS,6
2018,TESLA,7
2018,TOYOTA,144077
2018,TRIUMPH,40
2018,VOLKSWAGEN,27187
2018,VOLVO,10742
2018,WULING,8
2018,ZOTYE,26
2018,OTHERS,78
2019,ALFA ROMEO,456
2019,ALPINA,64
2019,ALPINE,15
2019,ASTON MARTIN,218
2019,AUDI,20298
2019,AUSTIN,149
2019,B.M.W.,44720
2019,BENTLEY,772
2019,BLUECAR,678
2019,BYD,109
2019,CHANA,
2019,CHERY,116
2019,CHEVROLET,3793
2019,CHRYSLER,95
2019,CITROEN,3496
2019,DAEWOO,
2019,DAIHATSU,926
2019,DAIMLER,20
2019,DATSUN,17
2019,DODGE,
2019,DONGFENG,9
2019,FERRARI,678
2019,FIAT,366
2019,FORD,2096
2019,FOTON,
2019,GEELY,13
2019,GOLDEN DRAGON,
2019,HAFEI,9
2019,HOLDEN,
2019,HONDA,106086
2019,HUMMER,23
2019,HYUNDAI,32269
2019,INFINITI,1333
2019,ISUZU,
2019,JAGUAR,3607
2019,JEEP,286
2019,KIA,23290
2019,LAMBORGHINI,346
2019,LANCIA,8
2019,LAND ROVER,2803
2019,LOTUS,114
2019,M.G.,126
2019,MASERATI,939
2019,MAXUS,27
2019,MAYBACH,
2019,MAZDA,34646
2019,Mclaren,122
2019,MERCEDES BENZ,61048
2019,MG-F,
2019,MINI,3758
2019,MINI MAYFAIR,5
2019,MITSUBISHI,21415
2019,MITSUOKA,36
2019,MORGAN,11
2019,MORRIS,95
2019,NAZA,
2019,NISSAN,34599
2019,OPEL,2380
2019,PANTHER,7
2019,PERODUA,835
2019,PEUGEOT,3603
2019,PORSCHE,6338
2019,PROTON,761
2019,RENAULT,3559
2019,ROLLS ROYCE,441
2019,ROVER,13
2019,RUF,5
2019,SAAB,137
2019,SEAT,757
2019,SINGER,5
2019,SKODA,1446
2019,SMART,9
2019,SSANGYONG,865
2019,SUBARU,15328
2019,SUNBEAM,5
2019,SUZUKI,6538
2019,TD CARS,6
2019,TESLA,21
2019,TOYOTA,148316
2019,TRIUMPH,40
2019,VOLKSWAGEN,24936
2019,VOLVO,10149
2019,WULING,
2019,ZOTYE,5
2019,OTHERS,71
