year,make,number
2017,ISUZU,1033
2017,JOYLONG,97
2017,KIA,25
2017,KING LONG,560
2017,MAN,1031
2017,MAXUS,23
2017,MERCEDES BENZ,2008
2017,MITSUBISHI,1215
2017,NISSAN,1553
2017,OPEL,26
2017,PEUGEOT,8
2017,RENAULT,14
2017,SCANIA,1489
2017,SUNLONG,73
2017,TOYOTA,6092
2017,VOLVO,2037
2017,YOUNGMAN,5
2017,YUTONG,471
2017,ZHONG TONG,110
2017,ZONDA,43
2017,OTHERS,20
2018,ALEXANDER DENNIS,216
2018,ANKAI,28
2018,CITROEN,14
2018,COBUS,8
2018,CONDIESEL,7
2018,D.A.F.,
2018,D.K.R.,
2018,DENNIS,
2018,FIAT,18
2018,FORD,
2018,FOTON,90
2018,FTBCI,52
2018,GOLDEN DRAGON,483
2018,HIGER,216
2018,HINO,66
2018,HYUNDAI,85
2018,ISUZU,1003
2018,JOYLONG,92
2018,KIA,17
2018,KING LONG,552
2018,LEYLAND,
2018,MAN,1248
2018,MAXUS,23
2018,MAZDA,
2018,MERCEDES BENZ,1913
2018,MITSUBISHI,1169
2018,NISSAN,1479
2018,OPEL,16
2018,PEUGEOT,
2018,RENAULT,11
2018,SC NEUSTAR,15
2018,SCANIA,1483
2018,SUNLONG,72
2018,TOYOTA,6304
2018,VOLKSWAGEN,5
2018,VOLVO,2040
2018,YOUNGMAN,5
2018,YUTONG,485
2018,ZHONG TONG,106
2018,ZONDA,36
2018,OTHERS,22
2019,ALEXANDER DENNIS,216
2019,ANKAI,27
2019,BYD,10
2019,CITROEN,13
2019,COBUS,8
2019,CONDIESEL,7
2019,D.A.F.,
2019,D.K.R.,
2019,DENNIS,
2019,FIAT,10
2019,FORD,
2019,FOTON,93
2019,FTBCI,59
2019,GOLDEN DRAGON,500
2019,HIGER,222
2019,HINO,54
2019,HYUNDAI,81
2019,ISUZU,991
2019,JOYLONG,76
2019,KIA,11
2019,KING LONG,530
2019,LEYLAND,
2019,MAN,1369
2019,MAXUS,23
2019,MAZDA,
2019,MERCEDES BENZ,1850
2019,MITSUBISHI,1153
2019,NISSAN,1402
2019,OPEL,13
2019,PEUGEOT,
2019,RENAULT,10
2019,SC NEUSTAR,45
2019,SCANIA,1497
2019,SUNLONG,68
2019,TOYOTA,6620
2019,VOLKSWAGEN,
2019,VOLVO,2058
2019,YOUNGMAN,
2019,YUTONG,501
2019,ZHONG TONG,100
2019,ZONDA,29
2019,OTHERS,15
